id,PastNegNeutral,id,model1,model2,pronoun,sentiment,text1,text2,verb_tense
431,PastNegNeutral,431,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,Their burgers are closed packed  decent.,The other people were very rude.,Past
432,PresNegNeutral,432,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,Well well maintained maintained than.,My nails is not worth the drive.,Present
433,PresNegNeutral,433,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,They have a horrible attitude.,Money money at this place.,Present
434,PastNegPlural,434,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,Sorry after they were doing doing.,They did not even bother to make me.,Past
435,PastPosSingular,435,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,I would definitely recommend this place.,Knowledgable kidding s last wife boyfriend  second j ' s s meal meal not even finish finish.,Past
436,PresPosNeutral,436,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,Thanks r me.,But it.,Present
437,PresPosPlural,437,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,Thanks to all the girls who work here.,But they are closed impressed.,Present
438,PastPosPlural,438,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,There were also very nice and helpful.,Interesting interesting and informative loved it.,Past
439,PastNegSingular,439,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,Lame stars.,No one greeted us.,Past
440,PresPosSingular,440,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,My favorite is the food is the best.,Knowledgable thank you are closed.,Present
441,PresNegNeutral,441,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,They charge me $ 10 for a drink.,Their bagel restaurant ' s next next trip.,Present
442,PastNegSingular,442,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,The food was mediocre at best.,No dressing on the past.,Past
443,PresPosSingular,443,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,You have a great time.,What ' s is.,Present
444,PresPosPlural,444,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Well maintained.,These guys are my favorite.,Present
445,PastNegSingular,445,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,It was a shame.,In my.,Past
446,PastPosPlural,446,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,We had a great time here.,Knowledgable day.,Past
447,PastNegSingular,447,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,She said no one was there.,10 minutes to help.,Past
448,PresPosPlural,448,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,"Great little , and it.",The soups are fresh and delicious.,Present
449,PresPosPlural,449,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,These guys are great.,This place.,Present
450,PresPosNeutral,450,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,The food is delicious.,Thanks yelp.,Present
451,PastPosNeutral,451,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,We had a.,This was great.,Past
452,PresNegSingular,452,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,No one of the food.,"No one , i have ever had.",Present
453,PastPosNeutral,453,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,Knowledgable knowledgable recent knowledgable recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent.,The guys who helped me out was very nice.,Past
454,PastPosNeutral,454,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,The best part was the food we had.,Informative and i loved.,Past
455,PresNegNeutral,455,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,School school pleasant little.,The chicken wings are not good.,Present
456,PresPosPlural,456,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,We are very happy with the results.,She gets the best job.,Present
457,PresNegSingular,457,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,No one knows how to make it.,10 mins later of the food.,Present
458,PastNegPlural,458,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,They forgot the chips and salsa.,The table were really good.,Past
459,PastNegSingular,459,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,It came out to be tossed.,Was not worth it.,Past
460,PresNegPlural,460,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,For lunch lunch time.,The employees are rude.,Present
461,PastPosPlural,461,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,I got a.,Thanks to yelp.,Past
462,PastNegPlural,462,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,The prices were not too high.,The service was amazing.,Past
463,PastPosSingular,463,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,He was packed.,All the food was great.,Past
464,PresPosSingular,464,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,"Well maintained maintained solid served ; mention bartender attentive  informative patient , onions , onions.",Everything i have tried is delicious.,Present
465,PastNegSingular,465,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,Somewhere else.,The staff was very rude.,Past
466,PastPosNeutral,466,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,My friends and i loved the food.,The past was packed.,Past
467,PresPosPlural,467,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,Best wings i have ever had.,So many stores.,Present
468,PresPosSingular,468,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,It ' s fresh and delicious.,Love the place.,Present
469,PastNegNeutral,469,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,Tonight last visit ` ` ` ` ` ` ` ` ` ` `.,It was not worth the drive thru.,Past
470,PastPosNeutral,470,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,Excellent time.,Great place to stay here.,Past
471,PresNegNeutral,471,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,I am sorry but they are not busy.,Knowledgable knowledgable recommend you are closed impressed packed.,Present
472,PastNegSingular,472,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,"Sorry else , onions onions , onions onions night.",And the food was mediocre at best.,Past
473,PresNegPlural,473,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,Their burgers are closed packed decent price kidding  sorry served ; recent recent recent recent recent recent recent recent.,They are rude and unhelpful.,Present
474,PastNegNeutral,474,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,Sorry they were completely doing half crap.,Chips and salsa were very bland.,Past
475,PresPosNeutral,475,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,I have always had a great experience.,"Professional , onions , onions , onions.",Present
476,PresPosSingular,476,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,The food and service is always good.,Sorry makes do not waste your time.,Present
477,PresPosNeutral,477,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,It was packed.,I highly recommend them.,Present
478,PresNegSingular,478,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,The staff here is very rude.,Also served brown rice to say.,Present
479,PresNegNeutral,479,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,The employees are not even pushy.,But portions are closed super friendly sweet for lunch lunch time.,Present
480,PastNegNeutral,480,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,Were incredibly rude.,Chips and salsa were cold.,Past
481,PastPosNeutral,481,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,Excellent and informative.,The people working here were great.,Past
482,PastPosSingular,482,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,Meal was packed.,Everything was delicious.,Past
483,PresPosSingular,483,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,"For the price , the food is good.",Everything is pretty good.,Present
484,PastNegNeutral,484,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,For lunch lunch.,Then they got me wrong.,Past
485,PastNegSingular,485,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,I would have ever had.,The front desk was very rude.,Past
486,PastNegPlural,486,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,The door.,There were no one.,Past
487,PresNegSingular,487,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,The food here is not good.,She is not worth it.,Present
488,PresPosSingular,488,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,My family loves this place.,It ' s worth it.,Present
489,PresNegSingular,489,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,Been back.,It is not worth it.,Present
490,PastNegSingular,490,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,The food was not.,This was a waste of time.,Past
491,PresPosNeutral,491,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,I absolutely love this place.,Great of the food.,Present
492,PastNegNeutral,492,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,Onions were awful romantic lacked maybe any paper favorite s next next week omelet omelet person fat tuesday ' s.,Although the beans were not good.,Past
493,PresPosSingular,493,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,But i am always been.,The fried chicken is also good.,Present
494,PastPosPlural,494,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,When we got our food we got to go back.,Knowledgable knowledgable knowledgable recommend that ' s meal was packed.,Past
495,PastPosNeutral,495,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,Was very good.,So i am.,Past
496,PastPosPlural,496,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,Loved the flowers.,We got the.,Past
497,PastNegNeutral,497,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,When we got our food was not good.,Sorry sorry makes looking looking something recent recent recent recent recent recent recent recent recent recent recent recent recent recent.,Past
498,PastNegPlural,498,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,They were very rude.,Going to say.,Past
499,PastPosNeutral,499,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,We had the reuben and it was delicious.,Knowledgable knowledgable knowledgable recommend tour guide.,Past
500,PastNegNeutral,500,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,Recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent.,The other yelpers were very good.,Past
501,PastNegPlural,501,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,There were incredibly.,Then they were not helpful.,Past
502,PastPosNeutral,502,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,No idea was packed.,We had a great experience here.,Past
503,PastNegSingular,503,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,Worst experience i have had.,10 minute tour guide.,Past
504,PastNegNeutral,504,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,For lunch.,That was not good.,Past
505,PastNegNeutral,505,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,Knowledgable mention knowledgable recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent.,When we got the food was not good.,Past
506,PastNegPlural,506,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,They were chewy and stale.,The first time was.,Past
507,PresPosNeutral,507,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,"Professional , onions onions onions after school.",The best part of the food is the best.,Present
508,PastPosSingular,508,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,This was a great place to go for lunch.,She gets gets knowledgeable maintained engaging school.,Past
509,PastNegPlural,509,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,The sides were not good.,Needless the past.,Past
510,PastNegSingular,510,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,And the waiter was very rude.,The food was not good.,Past
511,PresPosPlural,511,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Well maintained maintained than average ).,My nails are always fresh and delicious.,Present
512,PastPosNeutral,512,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,Knowledgable knowledgable recommend fan kidding me feel go back.,We had the reuben and it was delicious.,Past
513,PastPosPlural,513,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Their burgers waitresses seem.,Very clean and they were very nice.,Past
514,PastPosSingular,514,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,I loved it.,I enjoyed the food.,Past
515,PastNegPlural,515,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,They were completely doing completely kidding  quick last mention last visit.,They were not even close to the room.,Past
516,PastPosPlural,516,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,They got me right away.,She was packed.,Past
517,PresNegPlural,517,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,What happened to find.,These guys are clueless.,Present
518,PastPosSingular,518,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,This was my first visit to visit.,Our last visit here.,Past
519,PastPosPlural,519,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,They also were very friendly and helpful.,I am going to say find pittsburgh office has stopped stopped going going to mention mention table guide knowledgeable j.,Past
520,PastNegPlural,520,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,The fries were cold.,No outside.,Past
521,PastPosPlural,521,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,This was my favorite place to eat.,"Knowledgable lunch , onions.",Past
522,PresNegPlural,522,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,Is not.,No thank you.,Present
523,PastNegPlural,523,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,The bathrooms were disgusting.,There were not worth it.,Past
524,PastPosNeutral,524,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,"Tonight , onions , onions.",One of the best i had in charlotte.,Past
525,PresPosSingular,525,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,Knowledgable knowledgable tour.,I am very pleased with the service.,Present
526,PresNegPlural,526,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,Prices are ridiculous.,There is awesome.,Present
527,PresPosSingular,527,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,Annie is great.,It is always fresh and hot.,Present
528,PresPosNeutral,528,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,No new.,Thank you.,Present
529,PastPosSingular,529,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,She said it gets.,I thought the food was good.,Past
530,PresNegNeutral,530,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,What happened to help.,This is not the same thing.,Present
531,PastNegPlural,531,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,There were really impressed.,All the employees were very rude.,Past
532,PresNegNeutral,532,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,"Informative , it.",They are not the greatest.,Present
533,PastNegPlural,533,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,It was not worth it.,They were chewy and chewy.,Past
534,PastPosNeutral,534,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,The best part of the locals we ate here.,"Lame onions onions onions  sorry served leaves served served simple  informative patient , onions , onions , it.",Past
535,PastNegPlural,535,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,They did not even bother.,I was not worth it.,Past
536,PresPosPlural,536,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,All of them are always great.,There are great.,Present
537,PastPosPlural,537,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,The menu.,Loved this place.,Past
538,PresPosPlural,538,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Their burgers are great job.,"Great prices , they have great prices.",Present
